"Date","ISO","Country","Scale","Note"
21/06/2020,"GAB","Gabon","National",
21/06/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Localized",
21/06/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"GHA","Ghana","Localized",
21/06/2020,"GIB","Gibraltar","Localized",
21/06/2020,"GIN","Guinea","National",
21/06/2020,"GMB","Gambia","National",
21/06/2020,"GNB","Guinea-Bissau","National",
21/06/2020,"GNQ","Equatorial Guinea ","Localized",
21/06/2020,"GRC","Greece","Localized",
21/06/2020,"GRD","Grenada","Localized",
21/06/2020,"GRL","Greenland","Open",
21/06/2020,"GTM","Guatemala","National",
21/06/2020,"GUY","Guyana","National",
21/06/2020,"HND","Honduras","National",
21/06/2020,"HRV","Croatia","Open",
21/06/2020,"HTI","Haiti","National",
21/06/2020,"HUN","Hungary","Localized",
21/06/2020,"IDN","Indonesia","National",
21/06/2020,"IND","India","National",
21/06/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"IRN","Iran (Islamic Republic of)","National",
21/06/2020,"IRQ","Iraq","National",
21/06/2020,"ISL","Iceland","Open",
21/06/2020,"ISR","Israel","Open",
21/06/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"JAM","Jamaica","National",
21/06/2020,"JOR","Jordan","National",
21/06/2020,"JPN","Japan","Open",
21/06/2020,"KAZ","Kazakhstan","National",
21/06/2020,"KEN","Kenya","National",
21/06/2020,"KGZ","Kyrgyzstan ","National",
21/06/2020,"KHM","Cambodia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"KIR","Kiribati","Open",
21/06/2020,"KNA","Saint Kitts and Nevis","National",
21/06/2020,"KOR","Republic of Korea","Open",
21/06/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"LAO","Lao PDR","Open",
21/06/2020,"LBN","Lebanon","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"LBR","Liberia","National",
21/06/2020,"LBY","Libya","National",
21/06/2020,"LCA","Saint Lucia","Localized",
21/06/2020,"LIE","Liechtenstein","Localized",
21/06/2020,"LKA","Sri Lanka","National",
21/06/2020,"LSO","Lesotho","Localized",
21/06/2020,"LTU","Lithuania","Localized","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
21/06/2020,"LUX","Luxembourg","Localized",
21/06/2020,"LVA","Latvia","Localized",
21/06/2020,"MAR","Morocco","National",
21/06/2020,"MCO","Monaco","Open",
21/06/2020,"MDA","Republic of Moldova","National",
21/06/2020,"MDG","Madagascar","Localized",
21/06/2020,"MDV","Maldives","National",
21/06/2020,"MEX","Mexico","National",
21/06/2020,"MHL","Marshall Islands","Open",
21/06/2020,"MKD","North Macedonia","National",
21/06/2020,"MLI","Mali","Localized",
21/06/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"MMR","Myanmar","National",
21/06/2020,"MNE","Montenegro ","National",
21/06/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
21/06/2020,"MOZ","Mozambique","National",
21/06/2020,"MRT","Mauritania ","National",
21/06/2020,"MSR","Montserrat","Localized",
21/06/2020,"MUS","Mauritius","National",
21/06/2020,"MWI","Malawi ","National",
21/06/2020,"MYS","Malaysia","National",
21/06/2020,"NAM","Namibia  ","Localized",
21/06/2020,"NER","Niger","Open",
21/06/2020,"NGA","Nigeria","National",
21/06/2020,"NIC","Nicaragua","Open",
21/06/2020,"NIU","Niue","Open",
21/06/2020,"NLD","Netherlands","Localized",
21/06/2020,"NOR","Norway","Open",
21/06/2020,"NPL","Nepal","National",
21/06/2020,"NRU","Nauru","Open",
21/06/2020,"NZL","New Zealand","Open",
21/06/2020,"OMN","Oman","National",
21/06/2020,"PAK","Pakistan ","National",
21/06/2020,"PAN","Panama","National",
21/06/2020,"PER","Peru","National",
21/06/2020,"PHL","Philippines","National",
21/06/2020,"PLW","Palau","Open",
21/06/2020,"PNG","Papua New Guinea","Open",
21/06/2020,"POL","Poland","Localized",
21/06/2020,"PRK","Democratic People's Republic of Korea","Open",
21/06/2020,"PRT","Portugal","Localized",
21/06/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"PSE","Palestine","National",
21/06/2020,"QAT","Qatar","National",
21/06/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
21/06/2020,"RUS","Russian Federation","Localized",
21/06/2020,"RWA","Rwanda ","National",
21/06/2020,"SAU","Saudi Arabia","National",
21/06/2020,"SDN","Sudan","National",
21/06/2020,"SEN","Senegal","National",
21/06/2020,"SGP","Singapore","Open",
21/06/2020,"SJM","Svalbard","Open",
21/06/2020,"SLB","Solomon Islands","Open",
21/06/2020,"SLE","Sierra Leone","National",
21/06/2020,"SLV","El Salvador","National",
21/06/2020,"SMR","San Marino","National",
21/06/2020,"SOM","Somalia","National",
21/06/2020,"SRB","Serbia","National",
21/06/2020,"SSD","South Sudan","National",
21/06/2020,"STP","São Tomé and Príncipe","National",
21/06/2020,"SUR","Suriname","National",
21/06/2020,"SVK","Slovakia","Localized",
21/06/2020,"SVN","Slovenia","Localized",
21/06/2020,"SWE","Sweden","Open",
21/06/2020,"SWZ","Eswatini","National",
21/06/2020,"SXM","Sint Marteen","Localized",
21/06/2020,"SYC","Seychelles","Open",
21/06/2020,"SYR","Syrian Arab Republic","National",
21/06/2020,"TCA","Turks and Caicos Island","National",
21/06/2020,"TCD","Chad","National",
21/06/2020,"TGO","Togo","Localized",
21/06/2020,"THA","Thailand","National",
21/06/2020,"TJK","Tajikistan","National",
21/06/2020,"TKL","Tokelau","Open",
21/06/2020,"TKM","Turkmenistan","Open",
21/06/2020,"TLS","Timor-Leste","Open",
21/06/2020,"TON","Tonga","Open",
21/06/2020,"TTO","Trinidad and Tobago","National",
21/06/2020,"TUN","Tunisia","National",
21/06/2020,"TUR","Turkey","National",
21/06/2020,"TUV","Tuvalu","National",
21/06/2020,"TZA","United Republic of Tanzania","Localized",
21/06/2020,"UGA","Uganda","National",
21/06/2020,"UKR","Ukraine","National",
21/06/2020,"URY","Uruguay","Localized",
21/06/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
21/06/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
21/06/2020,"VCT","Saint Vincent and the Grenadines","Localized",
21/06/2020,"VEN","Venezuela","National",
21/06/2020,"VGB","British Virgin Islands","Localized",
21/06/2020,"VNM","Viet Nam","Open",
21/06/2020,"VUT","Vanuatu","Open",
21/06/2020,"WSM","Samoa","Open",
21/06/2020,"YEM","Yemen","National",
21/06/2020,"ZAF","South Africa","Localized",
21/06/2020,"ZMB","Zambia","Localized",
21/06/2020,"ZWE","Zimbabwe","National",
22/06/2020,"ABW","Aruba","Open",
22/06/2020,"AFG","Afghanistan","National",
22/06/2020,"AGO","Angola","National",
22/06/2020,"AIA","Anguilla","Open",
22/06/2020,"ALB","Albania","Localized",
22/06/2020,"AND","Andorra","National",
22/06/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"ARG","Argentina ","National",
22/06/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"ATG","Antigua and Barbuda","National",
22/06/2020,"AUS","Australia","Open",
22/06/2020,"AUT","Austria","Open",
22/06/2020,"AZE","Azerbaijan","National",
22/06/2020,"BDI","Burundi","Open",
22/06/2020,"BEL","Belgium","Localized",
22/06/2020,"BEN","Benin","Localized",
22/06/2020,"BFA","Burkina Faso ","Localized",
22/06/2020,"BGD","Bangladesh","National",
22/06/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"BHR","Bahrain","National",
22/06/2020,"BHS","Bahamas","National",
22/06/2020,"BIH","Bosnia and Herzegovina","National",
22/06/2020,"BLR","Belarus","Open",
22/06/2020,"BLZ","Belize","Localized",
22/06/2020,"BMU","Bermuda","Localized",
22/06/2020,"BOL","Bolivia (Plurinational State of)","National",
22/06/2020,"BRA","Brazil","National",
22/06/2020,"BRB","Barbados","Open",
22/06/2020,"BRN","Brunei Darussalam","National",
22/06/2020,"BTN","Bhutan","National",
22/06/2020,"BWA","Botswana","Open",
22/06/2020,"CAF","Central African republic ","National",
22/06/2020,"CAN","Canada","National",
22/06/2020,"CHE","Switzerland","Open",
22/06/2020,"CHL","Chile","National",
22/06/2020,"CHN","China","Localized",
22/06/2020,"CIV","Cote d'Ivoire","Localized",
22/06/2020,"CMR","Cameroon","Localized",
22/06/2020,"COD","Democratic Republic of the Congo","National",
22/06/2020,"COG","Congo","Localized",
22/06/2020,"COK","Cook Islands","Open",
22/06/2020,"COL","Colombia","National",
22/06/2020,"COM","Comoros","National",
22/06/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"CRI","Costa Rica","National",
22/06/2020,"CUB","Cuba","National",
22/06/2020,"CUW","Curaçao","Open",
22/06/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"CYP","Cyprus","Open",
22/06/2020,"CZE","Czechia","Localized",
22/06/2020,"DEU","Germany","Localized",
22/06/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"DMA","Dominica","National",
22/06/2020,"DNK","Denmark","Open","Schools will gradually start re-opening, starting with the early grades"
22/06/2020,"DOM","Dominican Republic","National",
22/06/2020,"DZA","Algeria","National",
22/06/2020,"ECU","Ecuador","Open","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
22/06/2020,"EGY","Egypt","National",
22/06/2020,"ERI","Eritrea","National",
22/06/2020,"ESP","Spain","Localized",
22/06/2020,"EST","Estonia","Open","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
22/06/2020,"ETH","Ethiopia","National",
22/06/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
22/06/2020,"FJI","Fiji","National",
22/06/2020,"FRA","France","Open",
22/06/2020,"FRO","Faroe Islands","Open",
22/06/2020,"FSM","Micronesia (Federated States of)","National",
22/06/2020,"GAB","Gabon","National",
22/06/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Localized",
22/06/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"GHA","Ghana","Localized",
22/06/2020,"GIB","Gibraltar","Localized",
22/06/2020,"GIN","Guinea","National",
22/06/2020,"GMB","Gambia","National",
22/06/2020,"GNB","Guinea-Bissau","National",
22/06/2020,"GNQ","Equatorial Guinea ","Localized",
22/06/2020,"GRC","Greece","Localized",
22/06/2020,"GRD","Grenada","Localized",
22/06/2020,"GRL","Greenland","Open",
22/06/2020,"GTM","Guatemala","National",
22/06/2020,"GUY","Guyana","National",
22/06/2020,"HND","Honduras","National",
22/06/2020,"HRV","Croatia","Open",
22/06/2020,"HTI","Haiti","National",
22/06/2020,"HUN","Hungary","Localized",
22/06/2020,"IDN","Indonesia","National",
22/06/2020,"IND","India","National",
22/06/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"IRN","Iran (Islamic Republic of)","National",
22/06/2020,"IRQ","Iraq","National",
22/06/2020,"ISL","Iceland","Open",
22/06/2020,"ISR","Israel","Open",
22/06/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"JAM","Jamaica","National",
22/06/2020,"JOR","Jordan","National",
22/06/2020,"JPN","Japan","Open",
22/06/2020,"KAZ","Kazakhstan","National",
22/06/2020,"KEN","Kenya","National",
22/06/2020,"KGZ","Kyrgyzstan ","National",
22/06/2020,"KHM","Cambodia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"KIR","Kiribati","Open",
22/06/2020,"KNA","Saint Kitts and Nevis","National",
22/06/2020,"KOR","Republic of Korea","Open",
22/06/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"LAO","Lao PDR","Open",
22/06/2020,"LBN","Lebanon","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"LBR","Liberia","National",
22/06/2020,"LBY","Libya","National",
22/06/2020,"LCA","Saint Lucia","Localized",
22/06/2020,"LIE","Liechtenstein","Localized",
22/06/2020,"LKA","Sri Lanka","National",
22/06/2020,"LSO","Lesotho","Localized",
22/06/2020,"LTU","Lithuania","Localized","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
22/06/2020,"LUX","Luxembourg","Localized",
22/06/2020,"LVA","Latvia","Localized",
22/06/2020,"MAR","Morocco","National",
22/06/2020,"MCO","Monaco","Open",
22/06/2020,"MDA","Republic of Moldova","National",
22/06/2020,"MDG","Madagascar","Localized",
22/06/2020,"MDV","Maldives","National",
22/06/2020,"MEX","Mexico","National",
22/06/2020,"MHL","Marshall Islands","Open",
22/06/2020,"MKD","North Macedonia","National",
22/06/2020,"MLI","Mali","Localized",
22/06/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"MMR","Myanmar","National",
22/06/2020,"MNE","Montenegro ","National",
22/06/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
22/06/2020,"MOZ","Mozambique","National",
22/06/2020,"MRT","Mauritania ","National",
22/06/2020,"MSR","Montserrat","Localized",
22/06/2020,"MUS","Mauritius","National",
22/06/2020,"MWI","Malawi ","National",
22/06/2020,"MYS","Malaysia","National",
22/06/2020,"NAM","Namibia  ","Localized",
22/06/2020,"NER","Niger","Open",
22/06/2020,"NGA","Nigeria","National",
22/06/2020,"NIC","Nicaragua","Open",
22/06/2020,"NIU","Niue","Open",
22/06/2020,"NLD","Netherlands","Localized",
22/06/2020,"NOR","Norway","Open",
22/06/2020,"NPL","Nepal","National",
22/06/2020,"NRU","Nauru","Open",
22/06/2020,"NZL","New Zealand","Open",
22/06/2020,"OMN","Oman","National",
22/06/2020,"PAK","Pakistan ","National",
22/06/2020,"PAN","Panama","National",
22/06/2020,"PER","Peru","National",
22/06/2020,"PHL","Philippines","National",
22/06/2020,"PLW","Palau","Open",
22/06/2020,"PNG","Papua New Guinea","Open",
22/06/2020,"POL","Poland","Localized",
22/06/2020,"PRK","Democratic People's Republic of Korea","Open",
22/06/2020,"PRT","Portugal","Localized",
22/06/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"PSE","Palestine","National",
22/06/2020,"QAT","Qatar","National",
22/06/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
22/06/2020,"RUS","Russian Federation","Localized",
22/06/2020,"RWA","Rwanda ","National",
22/06/2020,"SAU","Saudi Arabia","National",
22/06/2020,"SDN","Sudan","National",
22/06/2020,"SEN","Senegal","National",
22/06/2020,"SGP","Singapore","Open",
22/06/2020,"SJM","Svalbard","Open",
22/06/2020,"SLB","Solomon Islands","Open",
22/06/2020,"SLE","Sierra Leone","National",
22/06/2020,"SLV","El Salvador","National",
22/06/2020,"SMR","San Marino","National",
22/06/2020,"SOM","Somalia","National",
22/06/2020,"SRB","Serbia","National",
22/06/2020,"SSD","South Sudan","National",
22/06/2020,"STP","São Tomé and Príncipe","National",
22/06/2020,"SUR","Suriname","National",
22/06/2020,"SVK","Slovakia","Localized",
22/06/2020,"SVN","Slovenia","Localized",
22/06/2020,"SWE","Sweden","Open",
22/06/2020,"SWZ","Eswatini","National",
22/06/2020,"SXM","Sint Marteen","Localized",
22/06/2020,"SYC","Seychelles","Open",
22/06/2020,"SYR","Syrian Arab Republic","National",
22/06/2020,"TCA","Turks and Caicos Island","National",
22/06/2020,"TCD","Chad","National",
22/06/2020,"TGO","Togo","Localized",
22/06/2020,"THA","Thailand","National",
22/06/2020,"TJK","Tajikistan","National",
22/06/2020,"TKL","Tokelau","Open",
22/06/2020,"TKM","Turkmenistan","Open",
22/06/2020,"TLS","Timor-Leste","Open",
22/06/2020,"TON","Tonga","Open",
22/06/2020,"TTO","Trinidad and Tobago","National",
22/06/2020,"TUN","Tunisia","National",
22/06/2020,"TUR","Turkey","National",
22/06/2020,"TUV","Tuvalu","National",
22/06/2020,"TZA","United Republic of Tanzania","Localized",
22/06/2020,"UGA","Uganda","National",
22/06/2020,"UKR","Ukraine","National",
22/06/2020,"URY","Uruguay","Localized",
22/06/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
22/06/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
22/06/2020,"VCT","Saint Vincent and the Grenadines","Localized",
22/06/2020,"VEN","Venezuela","National",
22/06/2020,"VGB","British Virgin Islands","Localized",
22/06/2020,"VNM","Viet Nam","Open",
22/06/2020,"VUT","Vanuatu","Open",
22/06/2020,"WSM","Samoa","Open",
22/06/2020,"YEM","Yemen","National",
22/06/2020,"ZAF","South Africa","Localized",
22/06/2020,"ZMB","Zambia","Localized",
22/06/2020,"ZWE","Zimbabwe","National",
23/06/2020,"ABW","Aruba","Open",
23/06/2020,"AFG","Afghanistan","National",
23/06/2020,"AGO","Angola","National",
23/06/2020,"AIA","Anguilla","Open",
23/06/2020,"ALB","Albania","Localized",
23/06/2020,"AND","Andorra","National",
23/06/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"ARG","Argentina ","National",
23/06/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"ATG","Antigua and Barbuda","National",
23/06/2020,"AUS","Australia","Open",
23/06/2020,"AUT","Austria","Open",
23/06/2020,"AZE","Azerbaijan","National",
23/06/2020,"BDI","Burundi","Open",
23/06/2020,"BEL","Belgium","Localized",
23/06/2020,"BEN","Benin","Localized",
23/06/2020,"BFA","Burkina Faso ","Localized",
23/06/2020,"BGD","Bangladesh","National",
23/06/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"BHR","Bahrain","National",
23/06/2020,"BHS","Bahamas","National",
23/06/2020,"BIH","Bosnia and Herzegovina","National",
23/06/2020,"BLR","Belarus","Open",
23/06/2020,"BLZ","Belize","Localized",
23/06/2020,"BMU","Bermuda","Localized",
23/06/2020,"BOL","Bolivia (Plurinational State of)","National",
23/06/2020,"BRA","Brazil","National",
23/06/2020,"BRB","Barbados","Open",
23/06/2020,"BRN","Brunei Darussalam","National",
23/06/2020,"BTN","Bhutan","National",
23/06/2020,"BWA","Botswana","Open",
23/06/2020,"CAF","Central African republic ","National",
23/06/2020,"CAN","Canada","National",
23/06/2020,"CHE","Switzerland","Open",
23/06/2020,"CHL","Chile","National",
23/06/2020,"CHN","China","Localized",
23/06/2020,"CIV","Cote d'Ivoire","Localized",
23/06/2020,"CMR","Cameroon","Localized",
23/06/2020,"COD","Democratic Republic of the Congo","National",
23/06/2020,"COG","Congo","Localized",
23/06/2020,"COK","Cook Islands","Open",
23/06/2020,"COL","Colombia","National",
23/06/2020,"COM","Comoros","National",
23/06/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"CRI","Costa Rica","National",
23/06/2020,"CUB","Cuba","National",
23/06/2020,"CUW","Curaçao","Open",
23/06/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"CYP","Cyprus","Open",
23/06/2020,"CZE","Czechia","Localized",
23/06/2020,"DEU","Germany","Localized",
23/06/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"DMA","Dominica","National",
23/06/2020,"DNK","Denmark","Open","Schools will gradually start re-opening, starting with the early grades"
23/06/2020,"DOM","Dominican Republic","National",
23/06/2020,"DZA","Algeria","National",
23/06/2020,"ECU","Ecuador","Open","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
23/06/2020,"EGY","Egypt","National",
23/06/2020,"ERI","Eritrea","National",
23/06/2020,"ESP","Spain","Localized",
23/06/2020,"EST","Estonia","Open","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
23/06/2020,"ETH","Ethiopia","National",
23/06/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
23/06/2020,"FJI","Fiji","National",
23/06/2020,"FRA","France","Open",
23/06/2020,"FRO","Faroe Islands","Open",
23/06/2020,"FSM","Micronesia (Federated States of)","National",
23/06/2020,"GAB","Gabon","National",
23/06/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Localized",
23/06/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"GHA","Ghana","Localized",
23/06/2020,"GIB","Gibraltar","Localized",
23/06/2020,"GIN","Guinea","National",
23/06/2020,"GMB","Gambia","National",
23/06/2020,"GNB","Guinea-Bissau","National",
23/06/2020,"GNQ","Equatorial Guinea ","Localized",
23/06/2020,"GRC","Greece","Localized",
23/06/2020,"GRD","Grenada","Localized",
23/06/2020,"GRL","Greenland","Open",
23/06/2020,"GTM","Guatemala","National",
23/06/2020,"GUY","Guyana","National",
23/06/2020,"HND","Honduras","National",
23/06/2020,"HRV","Croatia","Open",
23/06/2020,"HTI","Haiti","National",
23/06/2020,"HUN","Hungary","Localized",
23/06/2020,"IDN","Indonesia","National",
23/06/2020,"IND","India","National",
23/06/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"IRN","Iran (Islamic Republic of)","National",
23/06/2020,"IRQ","Iraq","National",
23/06/2020,"ISL","Iceland","Open",
23/06/2020,"ISR","Israel","Open",
23/06/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"JAM","Jamaica","National",
23/06/2020,"JOR","Jordan","National",
23/06/2020,"JPN","Japan","Open",
23/06/2020,"KAZ","Kazakhstan","National",
23/06/2020,"KEN","Kenya","National",
23/06/2020,"KGZ","Kyrgyzstan ","National",
23/06/2020,"KHM","Cambodia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"KIR","Kiribati","Open",
23/06/2020,"KNA","Saint Kitts and Nevis","National",
23/06/2020,"KOR","Republic of Korea","Open",
23/06/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"LAO","Lao PDR","Open",
23/06/2020,"LBN","Lebanon","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"LBR","Liberia","National",
23/06/2020,"LBY","Libya","National",
23/06/2020,"LCA","Saint Lucia","Localized",
23/06/2020,"LIE","Liechtenstein","Localized",
23/06/2020,"LKA","Sri Lanka","National",
23/06/2020,"LSO","Lesotho","Localized",
23/06/2020,"LTU","Lithuania","Localized","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
23/06/2020,"LUX","Luxembourg","Localized",
23/06/2020,"LVA","Latvia","Localized",
23/06/2020,"MAR","Morocco","National",
23/06/2020,"MCO","Monaco","Open",
23/06/2020,"MDA","Republic of Moldova","National",
23/06/2020,"MDG","Madagascar","Localized",
23/06/2020,"MDV","Maldives","National",
23/06/2020,"MEX","Mexico","National",
23/06/2020,"MHL","Marshall Islands","Open",
23/06/2020,"MKD","North Macedonia","National",
23/06/2020,"MLI","Mali","Localized",
23/06/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"MMR","Myanmar","National",
23/06/2020,"MNE","Montenegro ","National",
23/06/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
23/06/2020,"MOZ","Mozambique","National",
23/06/2020,"MRT","Mauritania ","National",
23/06/2020,"MSR","Montserrat","Localized",
23/06/2020,"MUS","Mauritius","National",
23/06/2020,"MWI","Malawi ","National",
23/06/2020,"MYS","Malaysia","National",
23/06/2020,"NAM","Namibia  ","Localized",
23/06/2020,"NER","Niger","Open",
23/06/2020,"NGA","Nigeria","National",
23/06/2020,"NIC","Nicaragua","Open",
23/06/2020,"NIU","Niue","Open",
23/06/2020,"NLD","Netherlands","Localized",
23/06/2020,"NOR","Norway","Open",
23/06/2020,"NPL","Nepal","National",
23/06/2020,"NRU","Nauru","Open",
23/06/2020,"NZL","New Zealand","Open",
23/06/2020,"OMN","Oman","National",
23/06/2020,"PAK","Pakistan ","National",
23/06/2020,"PAN","Panama","National",
23/06/2020,"PER","Peru","National",
23/06/2020,"PHL","Philippines","National",
23/06/2020,"PLW","Palau","Open",
23/06/2020,"PNG","Papua New Guinea","Open",
23/06/2020,"POL","Poland","Localized",
23/06/2020,"PRK","Democratic People's Republic of Korea","Open",
23/06/2020,"PRT","Portugal","Localized",
23/06/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"PSE","Palestine","National",
23/06/2020,"QAT","Qatar","National",
23/06/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
23/06/2020,"RUS","Russian Federation","Localized",
23/06/2020,"RWA","Rwanda ","National",
23/06/2020,"SAU","Saudi Arabia","National",
23/06/2020,"SDN","Sudan","National",
23/06/2020,"SEN","Senegal","National",
23/06/2020,"SGP","Singapore","Open",
23/06/2020,"SJM","Svalbard","Open",
23/06/2020,"SLB","Solomon Islands","Open",
23/06/2020,"SLE","Sierra Leone","National",
23/06/2020,"SLV","El Salvador","National",
23/06/2020,"SMR","San Marino","National",
23/06/2020,"SOM","Somalia","National",
23/06/2020,"SRB","Serbia","National",
23/06/2020,"SSD","South Sudan","National",
23/06/2020,"STP","São Tomé and Príncipe","National",
23/06/2020,"SUR","Suriname","National",
23/06/2020,"SVK","Slovakia","Localized",
23/06/2020,"SVN","Slovenia","Localized",
23/06/2020,"SWE","Sweden","Open",
23/06/2020,"SWZ","Eswatini","National",
23/06/2020,"SXM","Sint Marteen","Localized",
23/06/2020,"SYC","Seychelles","Open",
23/06/2020,"SYR","Syrian Arab Republic","National",
23/06/2020,"TCA","Turks and Caicos Island","National",
23/06/2020,"TCD","Chad","National",
23/06/2020,"TGO","Togo","Localized",
23/06/2020,"THA","Thailand","National",
23/06/2020,"TJK","Tajikistan","National",
23/06/2020,"TKL","Tokelau","Open",
23/06/2020,"TKM","Turkmenistan","Open",
23/06/2020,"TLS","Timor-Leste","Open",
23/06/2020,"TON","Tonga","Open",
23/06/2020,"TTO","Trinidad and Tobago","National",
23/06/2020,"TUN","Tunisia","National",
23/06/2020,"TUR","Turkey","National",
23/06/2020,"TUV","Tuvalu","National",
23/06/2020,"TZA","United Republic of Tanzania","Localized",
23/06/2020,"UGA","Uganda","National",
23/06/2020,"UKR","Ukraine","National",
23/06/2020,"URY","Uruguay","Localized",
23/06/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
23/06/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
23/06/2020,"VCT","Saint Vincent and the Grenadines","Localized",
23/06/2020,"VEN","Venezuela","National",
23/06/2020,"VGB","British Virgin Islands","Localized",
23/06/2020,"VNM","Viet Nam","Open",
