"Date","ISO","Country","Scale","Note"
12/05/2020,"SDN","Sudan","National",
12/05/2020,"SEN","Senegal","National",
12/05/2020,"SGP","Singapore","National",
12/05/2020,"SJM","Svalbard","Open",
12/05/2020,"SLB","Solomon Islands","Localized",
12/05/2020,"SLE","Sierra Leone","National",
12/05/2020,"SLV","El Salvador","National",
12/05/2020,"SMR","San Marino","National",
12/05/2020,"SOM","Somalia","National",
12/05/2020,"SRB","Serbia","National",
12/05/2020,"SSD","South Sudan","National",
12/05/2020,"STP","São Tomé and Príncipe","National",
12/05/2020,"SUR","Suriname","National",
12/05/2020,"SVK","Slovakia","National",
12/05/2020,"SVN","Slovenia","National",
12/05/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
12/05/2020,"SWZ","Eswatini","National",
12/05/2020,"SXM","Sint Marteen","National",
12/05/2020,"SYC","Seychelles","Localized",
12/05/2020,"SYR","Syrian Arab Republic","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
12/05/2020,"TCA","Turks and Caicos Island","National",
12/05/2020,"TCD","Chad","National",
12/05/2020,"TGO","Togo","National",
12/05/2020,"THA","Thailand","National",
12/05/2020,"TJK","Tajikistan","National",
12/05/2020,"TKL","Tokelau","Open",
12/05/2020,"TKM","Turkmenistan","Open",
12/05/2020,"TLS","Timor-Leste","National",
12/05/2020,"TON","Tonga","Open",
12/05/2020,"TTO","Trinidad and Tobago","National",
12/05/2020,"TUN","Tunisia","National",
12/05/2020,"TUR","Turkey","National",
12/05/2020,"TUV","Tuvalu","National",
12/05/2020,"TZA","United Republic of Tanzania","National",
12/05/2020,"UGA","Uganda","National",
12/05/2020,"UKR","Ukraine","National",
12/05/2020,"URY","Uruguay","Localized",
12/05/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
12/05/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
12/05/2020,"VCT","Saint Vincent and the Grenadines","National",
12/05/2020,"VEN","Venezuela","National",
12/05/2020,"VGB","British Virgin Islands","National",
12/05/2020,"VNM","Viet Nam","Localized",
12/05/2020,"VUT","Vanuatu","Open",
12/05/2020,"WSM","Samoa","Open",
12/05/2020,"YEM","Yemen","National",
12/05/2020,"ZAF","South Africa","National",
12/05/2020,"ZMB","Zambia","National",
12/05/2020,"ZWE","Zimbabwe","National",
13/05/2020,"ABW","Aruba","National",
13/05/2020,"AFG","Afghanistan","National",
13/05/2020,"AGO","Angola","National",
13/05/2020,"AIA","Anguilla","Localized",
13/05/2020,"ALB","Albania","National",
13/05/2020,"AND","Andorra","National",
13/05/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"ARG","Argentina ","National",
13/05/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"ATG","Antigua and Barbuda","National",
13/05/2020,"AUS","Australia","Localized","The 6 States and 2 Territories are implementing different policies such as bringing forward school holidays, implementing student-free schools or closing schools in some regions. "
13/05/2020,"AUT","Austria","Localized",
13/05/2020,"AZE","Azerbaijan","National",
13/05/2020,"BDI","Burundi","Open",
13/05/2020,"BEL","Belgium","National",
13/05/2020,"BEN","Benin","Localized",
13/05/2020,"BFA","Burkina Faso ","National",
13/05/2020,"BGD","Bangladesh","National",
13/05/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"BHR","Bahrain","National",
13/05/2020,"BHS","Bahamas","National",
13/05/2020,"BIH","Bosnia and Herzegovina","National",
13/05/2020,"BLR","Belarus","Open",
13/05/2020,"BLZ","Belize","National",
13/05/2020,"BMU","Bermuda","National",
13/05/2020,"BOL","Bolivia (Plurinational State of)","National",
13/05/2020,"BRA","Brazil","National",
13/05/2020,"BRB","Barbados","National",
13/05/2020,"BRN","Brunei Darussalam","National",
13/05/2020,"BTN","Bhutan","National",
13/05/2020,"BWA","Botswana","National",
13/05/2020,"CAF","Central African republic ","National",
13/05/2020,"CAN","Canada","National",
13/05/2020,"CHE","Switzerland","Localized",
13/05/2020,"CHL","Chile","National",
13/05/2020,"CHN","China","Localized","School re-opening is progressive, and in selected regions, generally starting with students in the last year of secondary education. However, in larger regions, most schools remain closed"
13/05/2020,"CIV","Cote d'Ivoire","National",
13/05/2020,"CMR","Cameroon","National",
13/05/2020,"COD","Democratic Republic of the Congo","National",
13/05/2020,"COG","Congo","National",
13/05/2020,"COK","Cook Islands","Open",
13/05/2020,"COL","Colombia","National",
13/05/2020,"COM","Comoros","National",
13/05/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"CRI","Costa Rica","National",
13/05/2020,"CUB","Cuba","National",
13/05/2020,"CUW","Curaçao","National",
13/05/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"CYP","Cyprus","Localized",
13/05/2020,"CZE","Czechia","Localized",
13/05/2020,"DEU","Germany","Localized",
13/05/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"DMA","Dominica","National",
13/05/2020,"DNK","Denmark","Localized","Schools will gradually start re-opening, starting with the early grades"
13/05/2020,"DOM","Dominican Republic","National",
13/05/2020,"DZA","Algeria","National",
13/05/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
13/05/2020,"EGY","Egypt","National",
13/05/2020,"ERI","Eritrea","National",
13/05/2020,"ESP","Spain","National",
13/05/2020,"EST","Estonia","National",
13/05/2020,"ETH","Ethiopia","National",
13/05/2020,"FIN","Finland","National","Education in the early grades continues in some cases, as well as in general for children with special needs and if considered necessary for the completion of studies."
13/05/2020,"FJI","Fiji","National",
13/05/2020,"FRA","France","Localized",
13/05/2020,"FRO","Faroe Islands","Localized","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
13/05/2020,"FSM","Micronesia (Federated States of)","National",
13/05/2020,"GAB","Gabon","National",
13/05/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
13/05/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"GHA","Ghana","National",
13/05/2020,"GIB","Gibraltar","National",
13/05/2020,"GIN","Guinea","National",
13/05/2020,"GMB","Gambia","National",
13/05/2020,"GNB","Guinea-Bissau","National",
13/05/2020,"GNQ","Equatorial Guinea ","National",
13/05/2020,"GRC","Greece","Localized",
13/05/2020,"GRD","Grenada","National",
13/05/2020,"GRL","Greenland","Open",
13/05/2020,"GTM","Guatemala","National",
13/05/2020,"GUY","Guyana","National",
13/05/2020,"HND","Honduras","National",
13/05/2020,"HRV","Croatia","Localized",
13/05/2020,"HTI","Haiti","National",
13/05/2020,"HUN","Hungary","National",
13/05/2020,"IDN","Indonesia","National",
13/05/2020,"IND","India","National",
13/05/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"IRN","Iran (Islamic Republic of)","National",
13/05/2020,"IRQ","Iraq","National",
13/05/2020,"ISL","Iceland","Open",
13/05/2020,"ISR","Israel","Localized",
13/05/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"JAM","Jamaica","National",
13/05/2020,"JOR","Jordan","National",
13/05/2020,"JPN","Japan","Localized",
13/05/2020,"KAZ","Kazakhstan","National",
13/05/2020,"KEN","Kenya","National",
13/05/2020,"KGZ","Kyrgyzstan ","National",
13/05/2020,"KHM","Cambodia","National",
13/05/2020,"KIR","Kiribati","Open",
13/05/2020,"KNA","Saint Kitts and Nevis","National",
13/05/2020,"KOR","Republic of Korea","National","The 2020 academic year started in early April with 5 weeks delay. Classes are being offered only through distance learning."
13/05/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"LAO","Lao PDR","Localized",
13/05/2020,"LBN","Lebanon","National",
13/05/2020,"LBR","Liberia","National",
13/05/2020,"LBY","Libya","National",
13/05/2020,"LCA","Saint Lucia","National",
13/05/2020,"LIE","Liechtenstein","Localized",
13/05/2020,"LKA","Sri Lanka","National",
13/05/2020,"LSO","Lesotho","National","Schools are closed but public primary schools continue feeding schemes, where some pupils get their only meal."
13/05/2020,"LTU","Lithuania","National",
13/05/2020,"LUX","Luxembourg","Localized",
13/05/2020,"LVA","Latvia","Localized",
13/05/2020,"MAR","Morocco","National",
13/05/2020,"MCO","Monaco","Localized",
13/05/2020,"MDA","Republic of Moldova","National",
13/05/2020,"MDG","Madagascar","Localized",
13/05/2020,"MDV","Maldives","National",
13/05/2020,"MEX","Mexico","National",
13/05/2020,"MHL","Marshall Islands","Open",
13/05/2020,"MKD","North Macedonia","National",
13/05/2020,"MLI","Mali","National",
13/05/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"MMR","Myanmar","National",
13/05/2020,"MNE","Montenegro ","National",
13/05/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
13/05/2020,"MOZ","Mozambique","National",
13/05/2020,"MRT","Mauritania ","National",
13/05/2020,"MSR","Montserrat","National",
13/05/2020,"MUS","Mauritius","National",
13/05/2020,"MWI","Malawi ","National",
13/05/2020,"MYS","Malaysia","National",
13/05/2020,"NAM","Namibia  ","National","The government has announced school closures until August, while teachers can give online classes from the school premises. "
13/05/2020,"NER","Niger","National",
13/05/2020,"NGA","Nigeria","National",
13/05/2020,"NIC","Nicaragua","Open",
13/05/2020,"NIU","Niue","Open",
13/05/2020,"NLD","Netherlands","Localized",
13/05/2020,"NOR","Norway","Open",
13/05/2020,"NPL","Nepal","National",
13/05/2020,"NRU","Nauru","Open",
13/05/2020,"NZL","New Zealand","Localized",
13/05/2020,"OMN","Oman","National",
13/05/2020,"PAK","Pakistan ","National",
13/05/2020,"PAN","Panama","National",
13/05/2020,"PER","Peru","National",
13/05/2020,"PHL","Philippines","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"PLW","Palau","National",
13/05/2020,"PNG","Papua New Guinea","Open",
13/05/2020,"POL","Poland","National",
13/05/2020,"PRK","Democratic People's Republic of Korea","National",
13/05/2020,"PRT","Portugal","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"PSE","Palestine","National",
13/05/2020,"QAT","Qatar","National",
13/05/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
13/05/2020,"RUS","Russian Federation","Localized",
13/05/2020,"RWA","Rwanda ","National",
13/05/2020,"SAU","Saudi Arabia","National",
13/05/2020,"SDN","Sudan","National",
13/05/2020,"SEN","Senegal","National",
13/05/2020,"SGP","Singapore","National",
13/05/2020,"SJM","Svalbard","Open",
13/05/2020,"SLB","Solomon Islands","Localized",
13/05/2020,"SLE","Sierra Leone","National",
13/05/2020,"SLV","El Salvador","National",
13/05/2020,"SMR","San Marino","National",
13/05/2020,"SOM","Somalia","National",
13/05/2020,"SRB","Serbia","National",
13/05/2020,"SSD","South Sudan","National",
13/05/2020,"STP","São Tomé and Príncipe","National",
13/05/2020,"SUR","Suriname","National",
13/05/2020,"SVK","Slovakia","National",
13/05/2020,"SVN","Slovenia","National",
13/05/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
13/05/2020,"SWZ","Eswatini","National",
13/05/2020,"SXM","Sint Marteen","National",
13/05/2020,"SYC","Seychelles","Localized",
13/05/2020,"SYR","Syrian Arab Republic","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"TCA","Turks and Caicos Island","National",
13/05/2020,"TCD","Chad","National",
13/05/2020,"TGO","Togo","National",
13/05/2020,"THA","Thailand","National",
13/05/2020,"TJK","Tajikistan","National",
13/05/2020,"TKL","Tokelau","Open",
13/05/2020,"TKM","Turkmenistan","Open",
13/05/2020,"TLS","Timor-Leste","National",
13/05/2020,"TON","Tonga","Open",
13/05/2020,"TTO","Trinidad and Tobago","National",
13/05/2020,"TUN","Tunisia","National",
13/05/2020,"TUR","Turkey","National",
13/05/2020,"TUV","Tuvalu","National",
13/05/2020,"TZA","United Republic of Tanzania","National",
13/05/2020,"UGA","Uganda","National",
13/05/2020,"UKR","Ukraine","National",
13/05/2020,"URY","Uruguay","Localized",
13/05/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
13/05/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
13/05/2020,"VCT","Saint Vincent and the Grenadines","National",
13/05/2020,"VEN","Venezuela","National",
13/05/2020,"VGB","British Virgin Islands","National",
13/05/2020,"VNM","Viet Nam","Localized",
13/05/2020,"VUT","Vanuatu","Open",
13/05/2020,"WSM","Samoa","Open",
13/05/2020,"YEM","Yemen","National",
13/05/2020,"ZAF","South Africa","National",
13/05/2020,"ZMB","Zambia","National",
13/05/2020,"ZWE","Zimbabwe","National",
14/05/2020,"ABW","Aruba","National",
14/05/2020,"AFG","Afghanistan","National",
14/05/2020,"AGO","Angola","National",
14/05/2020,"AIA","Anguilla","Localized",
14/05/2020,"ALB","Albania","National",
14/05/2020,"AND","Andorra","National",
14/05/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"ARG","Argentina ","National",
14/05/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"ATG","Antigua and Barbuda","National",
14/05/2020,"AUS","Australia","Localized","The 6 States and 2 Territories are implementing different policies such as bringing forward school holidays, implementing student-free schools or closing schools in some regions. "
14/05/2020,"AUT","Austria","Localized",
14/05/2020,"AZE","Azerbaijan","National",
14/05/2020,"BDI","Burundi","Open",
14/05/2020,"BEL","Belgium","National",
14/05/2020,"BEN","Benin","Localized",
14/05/2020,"BFA","Burkina Faso ","National",
14/05/2020,"BGD","Bangladesh","National",
14/05/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"BHR","Bahrain","National",
14/05/2020,"BHS","Bahamas","National",
14/05/2020,"BIH","Bosnia and Herzegovina","National",
14/05/2020,"BLR","Belarus","Open",
14/05/2020,"BLZ","Belize","National",
14/05/2020,"BMU","Bermuda","National",
14/05/2020,"BOL","Bolivia (Plurinational State of)","National",
14/05/2020,"BRA","Brazil","National",
14/05/2020,"BRB","Barbados","National",
14/05/2020,"BRN","Brunei Darussalam","National",
14/05/2020,"BTN","Bhutan","National",
14/05/2020,"BWA","Botswana","National",
14/05/2020,"CAF","Central African republic ","National",
14/05/2020,"CAN","Canada","National",
14/05/2020,"CHE","Switzerland","Localized",
14/05/2020,"CHL","Chile","National",
14/05/2020,"CHN","China","Localized","School re-opening is progressive, and in selected regions, generally starting with students in the last year of secondary education. However, in larger regions, most schools remain closed"
14/05/2020,"CIV","Cote d'Ivoire","National",
14/05/2020,"CMR","Cameroon","National",
14/05/2020,"COD","Democratic Republic of the Congo","National",
14/05/2020,"COG","Congo","National",
14/05/2020,"COK","Cook Islands","Open",
14/05/2020,"COL","Colombia","National",
14/05/2020,"COM","Comoros","National",
14/05/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"CRI","Costa Rica","National",
14/05/2020,"CUB","Cuba","National",
14/05/2020,"CUW","Curaçao","National",
14/05/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"CYP","Cyprus","Localized",
14/05/2020,"CZE","Czechia","Localized",
14/05/2020,"DEU","Germany","Localized",
14/05/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"DMA","Dominica","National",
14/05/2020,"DNK","Denmark","Localized","Schools will gradually start re-opening, starting with the early grades"
14/05/2020,"DOM","Dominican Republic","National",
14/05/2020,"DZA","Algeria","National",
14/05/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
14/05/2020,"EGY","Egypt","National",
14/05/2020,"ERI","Eritrea","National",
14/05/2020,"ESP","Spain","National",
14/05/2020,"EST","Estonia","National",
14/05/2020,"ETH","Ethiopia","National",
14/05/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
14/05/2020,"FJI","Fiji","National",
14/05/2020,"FRA","France","Localized",
14/05/2020,"FRO","Faroe Islands","Localized","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
14/05/2020,"FSM","Micronesia (Federated States of)","National",
14/05/2020,"GAB","Gabon","National",
14/05/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
14/05/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"GHA","Ghana","National",
14/05/2020,"GIB","Gibraltar","National",
14/05/2020,"GIN","Guinea","National",
14/05/2020,"GMB","Gambia","National",
14/05/2020,"GNB","Guinea-Bissau","National",
14/05/2020,"GNQ","Equatorial Guinea ","National",
14/05/2020,"GRC","Greece","Localized",
14/05/2020,"GRD","Grenada","National",
14/05/2020,"GRL","Greenland","Open",
14/05/2020,"GTM","Guatemala","National",
14/05/2020,"GUY","Guyana","National",
14/05/2020,"HND","Honduras","National",
14/05/2020,"HRV","Croatia","Localized",
14/05/2020,"HTI","Haiti","National",
14/05/2020,"HUN","Hungary","National",
14/05/2020,"IDN","Indonesia","National",
14/05/2020,"IND","India","National",
14/05/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"IRN","Iran (Islamic Republic of)","National",
14/05/2020,"IRQ","Iraq","National",
14/05/2020,"ISL","Iceland","Open",
14/05/2020,"ISR","Israel","Localized",
14/05/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"JAM","Jamaica","National",
14/05/2020,"JOR","Jordan","National",
14/05/2020,"JPN","Japan","Localized",
14/05/2020,"KAZ","Kazakhstan","National",
14/05/2020,"KEN","Kenya","National",
14/05/2020,"KGZ","Kyrgyzstan ","National",
14/05/2020,"KHM","Cambodia","National",
14/05/2020,"KIR","Kiribati","Open",
14/05/2020,"KNA","Saint Kitts and Nevis","National",
14/05/2020,"KOR","Republic of Korea","National","The 2020 academic year started in early April with 5 weeks delay. Classes are being offered only through distance learning."
14/05/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"LAO","Lao PDR","Localized",
14/05/2020,"LBN","Lebanon","National",
14/05/2020,"LBR","Liberia","National",
14/05/2020,"LBY","Libya","National",
14/05/2020,"LCA","Saint Lucia","National",
14/05/2020,"LIE","Liechtenstein","Localized",
14/05/2020,"LKA","Sri Lanka","National",
14/05/2020,"LSO","Lesotho","National","Schools are closed but public primary schools continue feeding schemes, where some pupils get their only meal."
14/05/2020,"LTU","Lithuania","National",
14/05/2020,"LUX","Luxembourg","Localized",
14/05/2020,"LVA","Latvia","Localized",
14/05/2020,"MAR","Morocco","National",
14/05/2020,"MCO","Monaco","Localized",
14/05/2020,"MDA","Republic of Moldova","National",
14/05/2020,"MDG","Madagascar","Localized",
14/05/2020,"MDV","Maldives","National",
14/05/2020,"MEX","Mexico","National",
14/05/2020,"MHL","Marshall Islands","Open",
14/05/2020,"MKD","North Macedonia","National",
14/05/2020,"MLI","Mali","National",
14/05/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"MMR","Myanmar","National",
14/05/2020,"MNE","Montenegro ","National",
14/05/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
14/05/2020,"MOZ","Mozambique","National",
14/05/2020,"MRT","Mauritania ","National",
14/05/2020,"MSR","Montserrat","National",
14/05/2020,"MUS","Mauritius","National",
14/05/2020,"MWI","Malawi ","National",
14/05/2020,"MYS","Malaysia","National",
14/05/2020,"NAM","Namibia  ","National","The government has announced school closures until August, while teachers can give online classes from the school premises. "
14/05/2020,"NER","Niger","National",
14/05/2020,"NGA","Nigeria","National",
14/05/2020,"NIC","Nicaragua","Open",
14/05/2020,"NIU","Niue","Open",
14/05/2020,"NLD","Netherlands","Localized",
14/05/2020,"NOR","Norway","Open",
14/05/2020,"NPL","Nepal","National",
14/05/2020,"NRU","Nauru","Open",
14/05/2020,"NZL","New Zealand","Localized",
14/05/2020,"OMN","Oman","National",
14/05/2020,"PAK","Pakistan ","National",
14/05/2020,"PAN","Panama","National",
14/05/2020,"PER","Peru","National",
14/05/2020,"PHL","Philippines","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"PLW","Palau","National",
14/05/2020,"PNG","Papua New Guinea","Open",
14/05/2020,"POL","Poland","National",
14/05/2020,"PRK","Democratic People's Republic of Korea","National",
14/05/2020,"PRT","Portugal","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"PSE","Palestine","National",
14/05/2020,"QAT","Qatar","National",
14/05/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
14/05/2020,"RUS","Russian Federation","Localized",
14/05/2020,"RWA","Rwanda ","National",
14/05/2020,"SAU","Saudi Arabia","National",
14/05/2020,"SDN","Sudan","National",
14/05/2020,"SEN","Senegal","National",
14/05/2020,"SGP","Singapore","National",
14/05/2020,"SJM","Svalbard","Open",
14/05/2020,"SLB","Solomon Islands","Localized",
14/05/2020,"SLE","Sierra Leone","National",
14/05/2020,"SLV","El Salvador","National",
14/05/2020,"SMR","San Marino","National",
14/05/2020,"SOM","Somalia","National",
14/05/2020,"SRB","Serbia","National",
14/05/2020,"SSD","South Sudan","National",
14/05/2020,"STP","São Tomé and Príncipe","National",
14/05/2020,"SUR","Suriname","National",
14/05/2020,"SVK","Slovakia","National",
14/05/2020,"SVN","Slovenia","National",
14/05/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
14/05/2020,"SWZ","Eswatini","National",
14/05/2020,"SXM","Sint Marteen","National",
14/05/2020,"SYC","Seychelles","Localized",
14/05/2020,"SYR","Syrian Arab Republic","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"TCA","Turks and Caicos Island","National",
14/05/2020,"TCD","Chad","National",
14/05/2020,"TGO","Togo","National",
14/05/2020,"THA","Thailand","National",
14/05/2020,"TJK","Tajikistan","National",
14/05/2020,"TKL","Tokelau","Open",
14/05/2020,"TKM","Turkmenistan","Open",
14/05/2020,"TLS","Timor-Leste","National",
14/05/2020,"TON","Tonga","Open",
14/05/2020,"TTO","Trinidad and Tobago","National",
14/05/2020,"TUN","Tunisia","National",
14/05/2020,"TUR","Turkey","National",
14/05/2020,"TUV","Tuvalu","National",
14/05/2020,"TZA","United Republic of Tanzania","National",
14/05/2020,"UGA","Uganda","National",
14/05/2020,"UKR","Ukraine","National",
14/05/2020,"URY","Uruguay","Localized",
14/05/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
14/05/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
14/05/2020,"VCT","Saint Vincent and the Grenadines","National",
14/05/2020,"VEN","Venezuela","National",
14/05/2020,"VGB","British Virgin Islands","National",
14/05/2020,"VNM","Viet Nam","Localized",
14/05/2020,"VUT","Vanuatu","Open",
14/05/2020,"WSM","Samoa","Open",
14/05/2020,"YEM","Yemen","National",
14/05/2020,"ZAF","South Africa","National",
14/05/2020,"ZMB","Zambia","National",
14/05/2020,"ZWE","Zimbabwe","National",
15/05/2020,"ABW","Aruba","National",
15/05/2020,"AFG","Afghanistan","National",
15/05/2020,"AGO","Angola","National",
15/05/2020,"AIA","Anguilla","Localized",
15/05/2020,"ALB","Albania","National",
15/05/2020,"AND","Andorra","National",
15/05/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"ARG","Argentina ","National",
15/05/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"ATG","Antigua and Barbuda","National",
15/05/2020,"AUS","Australia","Localized","The 6 States and 2 Territories are implementing different policies such as bringing forward school holidays, implementing student-free schools or closing schools in some regions. "
15/05/2020,"AUT","Austria","Localized",
15/05/2020,"AZE","Azerbaijan","National",
15/05/2020,"BDI","Burundi","Open",
15/05/2020,"BEL","Belgium","National",
15/05/2020,"BEN","Benin","Localized",
15/05/2020,"BFA","Burkina Faso ","National",
15/05/2020,"BGD","Bangladesh","National",
15/05/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"BHR","Bahrain","National",
15/05/2020,"BHS","Bahamas","National",
15/05/2020,"BIH","Bosnia and Herzegovina","National",
15/05/2020,"BLR","Belarus","Open",
15/05/2020,"BLZ","Belize","National",
15/05/2020,"BMU","Bermuda","National",
15/05/2020,"BOL","Bolivia (Plurinational State of)","National",
15/05/2020,"BRA","Brazil","National",
15/05/2020,"BRB","Barbados","National",
15/05/2020,"BRN","Brunei Darussalam","National",
15/05/2020,"BTN","Bhutan","National",
15/05/2020,"BWA","Botswana","National",
15/05/2020,"CAF","Central African republic ","National",
15/05/2020,"CAN","Canada","National",
15/05/2020,"CHE","Switzerland","Localized",
15/05/2020,"CHL","Chile","National",
15/05/2020,"CHN","China","Localized","School re-opening is progressive, and in selected regions, generally starting with students in the last year of secondary education. However, in larger regions, most schools remain closed"
15/05/2020,"CIV","Cote d'Ivoire","National",
15/05/2020,"CMR","Cameroon","National",
15/05/2020,"COD","Democratic Republic of the Congo","National",
15/05/2020,"COG","Congo","National",
15/05/2020,"COK","Cook Islands","Open",
15/05/2020,"COL","Colombia","National",
15/05/2020,"COM","Comoros","National",
15/05/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"CRI","Costa Rica","National",
15/05/2020,"CUB","Cuba","National",
15/05/2020,"CUW","Curaçao","National",
15/05/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"CYP","Cyprus","Localized",
15/05/2020,"CZE","Czechia","Localized",
15/05/2020,"DEU","Germany","Localized",
15/05/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"DMA","Dominica","National",
15/05/2020,"DNK","Denmark","Localized","Schools will gradually start re-opening, starting with the early grades"
15/05/2020,"DOM","Dominican Republic","National",
15/05/2020,"DZA","Algeria","National",
15/05/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
15/05/2020,"EGY","Egypt","National",
15/05/2020,"ERI","Eritrea","National",
15/05/2020,"ESP","Spain","National",
15/05/2020,"EST","Estonia","Open","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
15/05/2020,"ETH","Ethiopia","National",
15/05/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
15/05/2020,"FJI","Fiji","National",
15/05/2020,"FRA","France","Localized",
15/05/2020,"FRO","Faroe Islands","Open","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
