region_type,state,country,percent_yoy_change,date
states,Quintana Roo,Mexico,-11,2020-03-09
states,Quintana Roo,Mexico,-25,2020-03-10
states,Quintana Roo,Mexico,-17,2020-03-11
states,Quintana Roo,Mexico,-16,2020-03-12
states,Quintana Roo,Mexico,-14,2020-03-13
states,Quintana Roo,Mexico,-19,2020-03-14
states,Quintana Roo,Mexico,-22,2020-03-15
states,Quintana Roo,Mexico,-31,2020-03-16
states,Quintana Roo,Mexico,-45,2020-03-17
states,Quintana Roo,Mexico,-59,2020-03-18
states,Quintana Roo,Mexico,-57,2020-03-19
states,Quintana Roo,Mexico,-71,2020-03-20
states,Quintana Roo,Mexico,-80,2020-03-21
states,Quintana Roo,Mexico,-90,2020-03-22
states,Quintana Roo,Mexico,-89,2020-03-23
states,Quintana Roo,Mexico,-93,2020-03-24
states,Quintana Roo,Mexico,-95,2020-03-25
states,Quintana Roo,Mexico,-97,2020-03-26
states,Quintana Roo,Mexico,-97,2020-03-27
states,Quintana Roo,Mexico,-97,2020-03-28
states,Quintana Roo,Mexico,-98,2020-03-29
states,Quintana Roo,Mexico,-99,2020-03-30
states,Quintana Roo,Mexico,-99,2020-03-31
states,Quintana Roo,Mexico,-98,2020-04-01
states,Quintana Roo,Mexico,-99,2020-04-02
states,Quintana Roo,Mexico,-99,2020-04-03
states,Quintana Roo,Mexico,-99,2020-04-04
states,Quintana Roo,Mexico,-99,2020-04-05
states,Quintana Roo,Mexico,-98,2020-04-06
states,Quintana Roo,Mexico,-98,2020-04-07
states,Quintana Roo,Mexico,-99,2020-04-08
states,Quintana Roo,Mexico,-100,2020-04-09
states,Quintana Roo,Mexico,-99,2020-04-10
states,Quintana Roo,Mexico,-99,2020-04-11
states,Quintana Roo,Mexico,-99,2020-04-12
states,Quintana Roo,Mexico,-99,2020-04-13
states,Quintana Roo,Mexico,-99,2020-04-14
states,Quintana Roo,Mexico,-99,2020-04-15
states,Quintana Roo,Mexico,-99,2020-04-16
states,Quintana Roo,Mexico,-99,2020-04-17
states,Quintana Roo,Mexico,-99,2020-04-18
states,Quintana Roo,Mexico,-99,2020-04-19
states,Quintana Roo,Mexico,-99,2020-04-20
states,Quintana Roo,Mexico,-100,2020-04-21
states,Quintana Roo,Mexico,-100,2020-04-22
states,Quintana Roo,Mexico,-99,2020-04-23
states,Quintana Roo,Mexico,-100,2020-04-24
states,Quintana Roo,Mexico,-100,2020-04-25
states,Quintana Roo,Mexico,-100,2020-04-26
states,Quintana Roo,Mexico,-100,2020-04-27
states,Quintana Roo,Mexico,-100,2020-04-28
states,Quintana Roo,Mexico,-100,2020-04-29
states,Quintana Roo,Mexico,-100,2020-04-30
states,Quintana Roo,Mexico,-100,2020-05-01
states,Quintana Roo,Mexico,-100,2020-05-02
states,Quintana Roo,Mexico,-100,2020-05-03
states,Quintana Roo,Mexico,-100,2020-05-04
states,Quintana Roo,Mexico,-100,2020-05-05
states,Quintana Roo,Mexico,-100,2020-05-06
states,Quintana Roo,Mexico,-100,2020-05-07
states,Quintana Roo,Mexico,-100,2020-05-08
states,Quintana Roo,Mexico,-100,2020-05-09
states,Quintana Roo,Mexico,-100,2020-05-10
states,Quintana Roo,Mexico,-100,2020-05-11
states,Quintana Roo,Mexico,-99,2020-05-12
states,Quintana Roo,Mexico,-100,2020-05-13
states,Quintana Roo,Mexico,-100,2020-05-14
states,Quintana Roo,Mexico,-100,2020-05-15
states,Quintana Roo,Mexico,-99,2020-05-16
states,Quintana Roo,Mexico,-100,2020-05-17
states,Quintana Roo,Mexico,-99,2020-05-18
states,Quintana Roo,Mexico,-99,2020-05-19
states,Quintana Roo,Mexico,-99,2020-05-20
states,Quintana Roo,Mexico,-99,2020-05-21
states,Quintana Roo,Mexico,-100,2020-05-22
states,Quintana Roo,Mexico,-100,2020-05-23
states,Quintana Roo,Mexico,-100,2020-05-24
states,Quintana Roo,Mexico,-100,2020-05-25
states,Quintana Roo,Mexico,-99,2020-05-26
states,Quintana Roo,Mexico,-100,2020-05-27
states,Quintana Roo,Mexico,-100,2020-05-28
states,Quintana Roo,Mexico,-99,2020-05-29
states,Quintana Roo,Mexico,-100,2020-05-30
states,Quintana Roo,Mexico,-99,2020-05-31
states,Quintana Roo,Mexico,-99,2020-06-01
states,Quintana Roo,Mexico,-100,2020-06-02
states,Quintana Roo,Mexico,-100,2020-06-03
states,Quintana Roo,Mexico,-99,2020-06-04
states,Quintana Roo,Mexico,-99,2020-06-05
states,Quintana Roo,Mexico,-99,2020-06-06
states,Quintana Roo,Mexico,-99,2020-06-07
states,Quintana Roo,Mexico,-92,2020-06-08
states,Quintana Roo,Mexico,-94,2020-06-09
states,Quintana Roo,Mexico,-92,2020-06-10
states,Quintana Roo,Mexico,-91,2020-06-11
states,Quintana Roo,Mexico,-86,2020-06-12
states,Quintana Roo,Mexico,-83,2020-06-13
states,Quintana Roo,Mexico,-89,2020-06-14
states,Quintana Roo,Mexico,-88,2020-06-15
states,Quintana Roo,Mexico,-86,2020-06-16
states,Quintana Roo,Mexico,-86,2020-06-17
states,Quintana Roo,Mexico,-85,2020-06-18
states,Quintana Roo,Mexico,-80,2020-06-19
states,Quintana Roo,Mexico,-76,2020-06-20
states,Quintana Roo,Mexico,-73,2020-06-21
states,Quintana Roo,Mexico,-83,2020-06-22
states,Quintana Roo,Mexico,-83,2020-06-23
states,Quintana Roo,Mexico,-80,2020-06-24
states,Quintana Roo,Mexico,-75,2020-06-25
states,Quintana Roo,Mexico,-77,2020-06-26
states,Quintana Roo,Mexico,-69,2020-06-27
states,Quintana Roo,Mexico,-80,2020-06-28
states,Quintana Roo,Mexico,-80,2020-06-29
states,Quintana Roo,Mexico,-78,2020-06-30
states,Quintana Roo,Mexico,-81,2020-07-01
states,Quintana Roo,Mexico,-77,2020-07-02
states,Quintana Roo,Mexico,-71,2020-07-03
states,Quintana Roo,Mexico,-68,2020-07-04
states,Quintana Roo,Mexico,-68,2020-07-05
states,Quintana Roo,Mexico,-62,2020-07-06
states,Quintana Roo,Mexico,-72,2020-07-07
states,Quintana Roo,Mexico,-61,2020-07-08
states,Quintana Roo,Mexico,-65,2020-07-09
states,Quintana Roo,Mexico,-63,2020-07-10
states,Quintana Roo,Mexico,-62,2020-07-11
states,Quintana Roo,Mexico,-58,2020-07-12
states,Quintana Roo,Mexico,-66,2020-07-13
states,Quintana Roo,Mexico,-67,2020-07-14
states,Rhode Island,United States,8,2020-02-18
states,Rhode Island,United States,0,2020-02-19
states,Rhode Island,United States,7,2020-02-20
states,Rhode Island,United States,-15,2020-02-21
states,Rhode Island,United States,-6,2020-02-22
states,Rhode Island,United States,24,2020-02-23
states,Rhode Island,United States,14,2020-02-24
states,Rhode Island,United States,-13,2020-02-25
states,Rhode Island,United States,-13,2020-02-26
states,Rhode Island,United States,-9,2020-02-27
states,Rhode Island,United States,-2,2020-02-28
states,Rhode Island,United States,21,2020-02-29
states,Rhode Island,United States,-11,2020-03-01
states,Rhode Island,United States,18,2020-03-02
states,Rhode Island,United States,-1,2020-03-03
states,Rhode Island,United States,7,2020-03-04
states,Rhode Island,United States,-12,2020-03-05
states,Rhode Island,United States,-2,2020-03-06
states,Rhode Island,United States,-7,2020-03-07
states,Rhode Island,United States,26,2020-03-08
states,Rhode Island,United States,17,2020-03-09
states,Rhode Island,United States,-16,2020-03-10
states,Rhode Island,United States,-15,2020-03-11
states,Rhode Island,United States,-31,2020-03-12
states,Rhode Island,United States,-41,2020-03-13
states,Rhode Island,United States,-48,2020-03-14
states,Rhode Island,United States,-50,2020-03-15
states,Rhode Island,United States,-53,2020-03-16
states,Rhode Island,United States,-100,2020-03-17
states,Rhode Island,United States,-100,2020-03-18
states,Rhode Island,United States,-100,2020-03-19
states,Rhode Island,United States,-100,2020-03-20
states,Rhode Island,United States,-100,2020-03-21
states,Rhode Island,United States,-100,2020-03-22
states,Rhode Island,United States,-100,2020-03-23
states,Rhode Island,United States,-100,2020-03-24
states,Rhode Island,United States,-100,2020-03-25
states,Rhode Island,United States,-100,2020-03-26
states,Rhode Island,United States,-100,2020-03-27
states,Rhode Island,United States,-100,2020-03-28
states,Rhode Island,United States,-100,2020-03-29
states,Rhode Island,United States,-100,2020-03-30
states,Rhode Island,United States,-100,2020-03-31
states,Rhode Island,United States,-100,2020-04-01
states,Rhode Island,United States,-100,2020-04-02
states,Rhode Island,United States,-100,2020-04-03
states,Rhode Island,United States,-100,2020-04-04
states,Rhode Island,United States,-100,2020-04-05
states,Rhode Island,United States,-100,2020-04-06
states,Rhode Island,United States,-100,2020-04-07
states,Rhode Island,United States,-100,2020-04-08
states,Rhode Island,United States,-100,2020-04-09
states,Rhode Island,United States,-100,2020-04-10
states,Rhode Island,United States,-100,2020-04-11
states,Rhode Island,United States,-100,2020-04-12
states,Rhode Island,United States,-100,2020-04-13
states,Rhode Island,United States,-100,2020-04-14
states,Rhode Island,United States,-100,2020-04-15
states,Rhode Island,United States,-100,2020-04-16
states,Rhode Island,United States,-100,2020-04-17
states,Rhode Island,United States,-100,2020-04-18
states,Rhode Island,United States,-100,2020-04-19
states,Rhode Island,United States,-100,2020-04-20
states,Rhode Island,United States,-100,2020-04-21
states,Rhode Island,United States,-100,2020-04-22
states,Rhode Island,United States,-100,2020-04-23
states,Rhode Island,United States,-100,2020-04-24
states,Rhode Island,United States,-100,2020-04-25
states,Rhode Island,United States,-100,2020-04-26
states,Rhode Island,United States,-100,2020-04-27
states,Rhode Island,United States,-100,2020-04-28
states,Rhode Island,United States,-100,2020-04-29
states,Rhode Island,United States,-100,2020-04-30
states,Rhode Island,United States,-100,2020-05-01
states,Rhode Island,United States,-100,2020-05-02
states,Rhode Island,United States,-100,2020-05-03
states,Rhode Island,United States,-100,2020-05-04
states,Rhode Island,United States,-100,2020-05-05
states,Rhode Island,United States,-100,2020-05-06
states,Rhode Island,United States,-100,2020-05-07
states,Rhode Island,United States,-100,2020-05-08
states,Rhode Island,United States,-100,2020-05-09
states,Rhode Island,United States,-100,2020-05-10
states,Rhode Island,United States,-100,2020-05-11
states,Rhode Island,United States,-100,2020-05-12
states,Rhode Island,United States,-100,2020-05-13
states,Rhode Island,United States,-100,2020-05-14
states,Rhode Island,United States,-100,2020-05-15
states,Rhode Island,United States,-97,2020-05-16
states,Rhode Island,United States,-95,2020-05-17
states,Rhode Island,United States,-85,2020-05-18
states,Rhode Island,United States,-85,2020-05-19
states,Rhode Island,United States,-73,2020-05-20
states,Rhode Island,United States,-59,2020-05-21
states,Rhode Island,United States,-63,2020-05-22
states,Rhode Island,United States,-88,2020-05-23
states,Rhode Island,United States,-69,2020-05-24
states,Rhode Island,United States,-58,2020-05-25
states,Rhode Island,United States,-33,2020-05-26
states,Rhode Island,United States,-33,2020-05-27
states,Rhode Island,United States,-50,2020-05-28
states,Rhode Island,United States,-69,2020-05-29
states,Rhode Island,United States,-61,2020-05-30
states,Rhode Island,United States,-41,2020-05-31
states,Rhode Island,United States,-11,2020-06-01
states,Rhode Island,United States,-42,2020-06-02
states,Rhode Island,United States,-26,2020-06-03
states,Rhode Island,United States,-1,2020-06-04
states,Rhode Island,United States,-40,2020-06-05
states,Rhode Island,United States,-29,2020-06-06
states,Rhode Island,United States,-5,2020-06-07
states,Rhode Island,United States,10,2020-06-08
states,Rhode Island,United States,9,2020-06-09
states,Rhode Island,United States,7,2020-06-10
states,Rhode Island,United States,-29,2020-06-11
states,Rhode Island,United States,-9,2020-06-12
states,Rhode Island,United States,-12,2020-06-13
states,Rhode Island,United States,-30,2020-06-14
states,Rhode Island,United States,1,2020-06-15
states,Rhode Island,United States,12,2020-06-16
states,Rhode Island,United States,16,2020-06-17
states,Rhode Island,United States,9,2020-06-18
states,Rhode Island,United States,13,2020-06-19
states,Rhode Island,United States,-10,2020-06-20
states,Rhode Island,United States,11,2020-06-21
states,Rhode Island,United States,1,2020-06-22
states,Rhode Island,United States,8,2020-06-23
states,Rhode Island,United States,-5,2020-06-24
states,Rhode Island,United States,4,2020-06-25
states,Rhode Island,United States,-2,2020-06-26
states,Rhode Island,United States,-16,2020-06-27
states,Rhode Island,United States,4,2020-06-28
states,Rhode Island,United States,-15,2020-06-29
states,Rhode Island,United States,-19,2020-06-30
states,Rhode Island,United States,-30,2020-07-01
states,Rhode Island,United States,20,2020-07-02
states,Rhode Island,United States,-11,2020-07-03
states,Rhode Island,United States,-29,2020-07-04
states,Rhode Island,United States,7,2020-07-05
states,Rhode Island,United States,35,2020-07-06
states,Rhode Island,United States,15,2020-07-07
states,Rhode Island,United States,-7,2020-07-08
states,Rhode Island,United States,-1,2020-07-09
states,Rhode Island,United States,-13,2020-07-10
states,Rhode Island,United States,-7,2020-07-11
states,Rhode Island,United States,4,2020-07-12
states,Rhode Island,United States,1,2020-07-13
states,Rhode Island,United States,3,2020-07-14
states,South Carolina,United States,8,2020-02-18
states,South Carolina,United States,-2,2020-02-19
states,South Carolina,United States,-11,2020-02-20
states,South Carolina,United States,0,2020-02-21
states,South Carolina,United States,10,2020-02-22
states,South Carolina,United States,4,2020-02-23
states,South Carolina,United States,3,2020-02-24
states,South Carolina,United States,2,2020-02-25
states,South Carolina,United States,6,2020-02-26
states,South Carolina,United States,8,2020-02-27
states,South Carolina,United States,11,2020-02-28
states,South Carolina,United States,5,2020-02-29
states,South Carolina,United States,8,2020-03-01
states,South Carolina,United States,1,2020-03-02
states,South Carolina,United States,-8,2020-03-03
states,South Carolina,United States,-7,2020-03-04
states,South Carolina,United States,-7,2020-03-05
states,South Carolina,United States,3,2020-03-06
states,South Carolina,United States,3,2020-03-07
states,South Carolina,United States,-5,2020-03-08
states,South Carolina,United States,-7,2020-03-09
states,South Carolina,United States,-14,2020-03-10
states,South Carolina,United States,-7,2020-03-11
states,South Carolina,United States,-16,2020-03-12
states,South Carolina,United States,-19,2020-03-13
states,South Carolina,United States,-21,2020-03-14
states,South Carolina,United States,-31,2020-03-15
states,South Carolina,United States,-48,2020-03-16
states,South Carolina,United States,-70,2020-03-17
states,South Carolina,United States,-100,2020-03-18
states,South Carolina,United States,-100,2020-03-19
states,South Carolina,United States,-100,2020-03-20
states,South Carolina,United States,-100,2020-03-21
states,South Carolina,United States,-100,2020-03-22
states,South Carolina,United States,-100,2020-03-23
states,South Carolina,United States,-100,2020-03-24
states,South Carolina,United States,-100,2020-03-25
states,South Carolina,United States,-100,2020-03-26
states,South Carolina,United States,-100,2020-03-27
states,South Carolina,United States,-100,2020-03-28
states,South Carolina,United States,-100,2020-03-29
states,South Carolina,United States,-100,2020-03-30
states,South Carolina,United States,-100,2020-03-31
states,South Carolina,United States,-100,2020-04-01
states,South Carolina,United States,-100,2020-04-02
states,South Carolina,United States,-100,2020-04-03
states,South Carolina,United States,-100,2020-04-04
states,South Carolina,United States,-100,2020-04-05
states,South Carolina,United States,-100,2020-04-06
states,South Carolina,United States,-100,2020-04-07
states,South Carolina,United States,-100,2020-04-08
states,South Carolina,United States,-100,2020-04-09
states,South Carolina,United States,-100,2020-04-10
states,South Carolina,United States,-100,2020-04-11
states,South Carolina,United States,-100,2020-04-12
states,South Carolina,United States,-100,2020-04-13
states,South Carolina,United States,-100,2020-04-14
states,South Carolina,United States,-100,2020-04-15
states,South Carolina,United States,-100,2020-04-16
states,South Carolina,United States,-100,2020-04-17
states,South Carolina,United States,-100,2020-04-18
states,South Carolina,United States,-100,2020-04-19
states,South Carolina,United States,-100,2020-04-20
states,South Carolina,United States,-100,2020-04-21
states,South Carolina,United States,-100,2020-04-22
states,South Carolina,United States,-100,2020-04-23
states,South Carolina,United States,-100,2020-04-24
states,South Carolina,United States,-100,2020-04-25
states,South Carolina,United States,-100,2020-04-26
states,South Carolina,United States,-100,2020-04-27
states,South Carolina,United States,-100,2020-04-28
states,South Carolina,United States,-100,2020-04-29
states,South Carolina,United States,-100,2020-04-30
states,South Carolina,United States,-100,2020-05-01
states,South Carolina,United States,-100,2020-05-02
states,South Carolina,United States,-100,2020-05-03
states,South Carolina,United States,-94,2020-05-04
states,South Carolina,United States,-95,2020-05-05
states,South Carolina,United States,-94,2020-05-06
states,South Carolina,United States,-94,2020-05-07
states,South Carolina,United States,-94,2020-05-08
states,South Carolina,United States,-90,2020-05-09
states,South Carolina,United States,-88,2020-05-10
states,South Carolina,United States,-85,2020-05-11
states,South Carolina,United States,-83,2020-05-12
states,South Carolina,United States,-77,2020-05-13
states,South Carolina,United States,-76,2020-05-14
states,South Carolina,United States,-69,2020-05-15
states,South Carolina,United States,-66,2020-05-16
states,South Carolina,United States,-67,2020-05-17
states,South Carolina,United States,-72,2020-05-18
states,South Carolina,United States,-71,2020-05-19
states,South Carolina,United States,-68,2020-05-20
states,South Carolina,United States,-62,2020-05-21
states,South Carolina,United States,-57,2020-05-22
states,South Carolina,United States,-57,2020-05-23
states,South Carolina,United States,-62,2020-05-24
states,South Carolina,United States,-56,2020-05-25
states,South Carolina,United States,-57,2020-05-26
states,South Carolina,United States,-61,2020-05-27
states,South Carolina,United States,-63,2020-05-28
states,South Carolina,United States,-56,2020-05-29
states,South Carolina,United States,-55,2020-05-30
states,South Carolina,United States,-68,2020-05-31
states,South Carolina,United States,-58,2020-06-01
states,South Carolina,United States,-51,2020-06-02
states,South Carolina,United States,-51,2020-06-03
states,South Carolina,United States,-51,2020-06-04
states,South Carolina,United States,-51,2020-06-05
states,South Carolina,United States,-44,2020-06-06
states,South Carolina,United States,-52,2020-06-07
states,South Carolina,United States,-49,2020-06-08
states,South Carolina,United States,-44,2020-06-09
states,South Carolina,United States,-47,2020-06-10
states,South Carolina,United States,-46,2020-06-11
states,South Carolina,United States,-44,2020-06-12
states,South Carolina,United States,-41,2020-06-13
states,South Carolina,United States,-63,2020-06-14
states,South Carolina,United States,-43,2020-06-15
states,South Carolina,United States,-45,2020-06-16
states,South Carolina,United States,-40,2020-06-17
states,South Carolina,United States,-43,2020-06-18
states,South Carolina,United States,-43,2020-06-19
states,South Carolina,United States,-36,2020-06-20
states,South Carolina,United States,-34,2020-06-21
states,South Carolina,United States,-47,2020-06-22
states,South Carolina,United States,-46,2020-06-23
states,South Carolina,United States,-51,2020-06-24
states,South Carolina,United States,-50,2020-06-25
states,South Carolina,United States,-44,2020-06-26
states,South Carolina,United States,-50,2020-06-27
states,South Carolina,United States,-59,2020-06-28
states,South Carolina,United States,-55,2020-06-29
states,South Carolina,United States,-58,2020-06-30
states,South Carolina,United States,-62,2020-07-01
states,South Carolina,United States,-47,2020-07-02
states,South Carolina,United States,-56,2020-07-03
states,South Carolina,United States,-65,2020-07-04
states,South Carolina,United States,-52,2020-07-05
states,South Carolina,United States,-53,2020-07-06
states,South Carolina,United States,-55,2020-07-07
states,South Carolina,United States,-52,2020-07-08
states,South Carolina,United States,-53,2020-07-09
states,South Carolina,United States,-49,2020-07-10
states,South Carolina,United States,-48,2020-07-11
states,South Carolina,United States,-60,2020-07-12
states,South Carolina,United States,-61,2020-07-13
states,South Carolina,United States,-57,2020-07-14
states,Tennessee,United States,1,2020-02-18
states,Tennessee,United States,8,2020-02-19
states,Tennessee,United States,-9,2020-02-20
states,Tennessee,United States,3,2020-02-21
states,Tennessee,United States,7,2020-02-22
states,Tennessee,United States,-14,2020-02-23
states,Tennessee,United States,-9,2020-02-24
states,Tennessee,United States,-7,2020-02-25
states,Tennessee,United States,-11,2020-02-26
states,Tennessee,United States,-1,2020-02-27
states,Tennessee,United States,0,2020-02-28
states,Tennessee,United States,-2,2020-02-29
states,Tennessee,United States,-6,2020-03-01
states,Tennessee,United States,-6,2020-03-02
states,Tennessee,United States,-16,2020-03-03
states,Tennessee,United States,-1,2020-03-04
states,Tennessee,United States,-4,2020-03-05
states,Tennessee,United States,-1,2020-03-06
states,Tennessee,United States,2,2020-03-07
states,Tennessee,United States,-7,2020-03-08
states,Tennessee,United States,-17,2020-03-09
states,Tennessee,United States,-16,2020-03-10
states,Tennessee,United States,-22,2020-03-11
states,Tennessee,United States,-28,2020-03-12
states,Tennessee,United States,-34,2020-03-13
states,Tennessee,United States,-41,2020-03-14
states,Tennessee,United States,-46,2020-03-15
states,Tennessee,United States,-60,2020-03-16
states,Tennessee,United States,-86,2020-03-17
states,Tennessee,United States,-92,2020-03-18
states,Tennessee,United States,-93,2020-03-19
states,Tennessee,United States,-98,2020-03-20
states,Tennessee,United States,-99,2020-03-21
states,Tennessee,United States,-99,2020-03-22
states,Tennessee,United States,-100,2020-03-23
states,Tennessee,United States,-100,2020-03-24
states,Tennessee,United States,-100,2020-03-25
states,Tennessee,United States,-100,2020-03-26
states,Tennessee,United States,-100,2020-03-27
states,Tennessee,United States,-100,2020-03-28
states,Tennessee,United States,-100,2020-03-29
states,Tennessee,United States,-100,2020-03-30
states,Tennessee,United States,-100,2020-03-31
states,Tennessee,United States,-100,2020-04-01
states,Tennessee,United States,-100,2020-04-02
states,Tennessee,United States,-100,2020-04-03
states,Tennessee,United States,-100,2020-04-04
states,Tennessee,United States,-100,2020-04-05
states,Tennessee,United States,-100,2020-04-06
states,Tennessee,United States,-100,2020-04-07
states,Tennessee,United States,-100,2020-04-08
states,Tennessee,United States,-100,2020-04-09
states,Tennessee,United States,-100,2020-04-10
states,Tennessee,United States,-100,2020-04-11
states,Tennessee,United States,-100,2020-04-12
states,Tennessee,United States,-100,2020-04-13
states,Tennessee,United States,-100,2020-04-14
states,Tennessee,United States,-100,2020-04-15
states,Tennessee,United States,-100,2020-04-16
states,Tennessee,United States,-100,2020-04-17
states,Tennessee,United States,-100,2020-04-18
states,Tennessee,United States,-100,2020-04-19
states,Tennessee,United States,-100,2020-04-20
states,Tennessee,United States,-100,2020-04-21
states,Tennessee,United States,-100,2020-04-22
states,Tennessee,United States,-100,2020-04-23
states,Tennessee,United States,-100,2020-04-24
states,Tennessee,United States,-100,2020-04-25
states,Tennessee,United States,-100,2020-04-26
states,Tennessee,United States,-96,2020-04-27
states,Tennessee,United States,-97,2020-04-28
states,Tennessee,United States,-97,2020-04-29
states,Tennessee,United States,-97,2020-04-30
states,Tennessee,United States,-95,2020-05-01
states,Tennessee,United States,-96,2020-05-02
states,Tennessee,United States,-96,2020-05-03
states,Tennessee,United States,-92,2020-05-04
states,Tennessee,United States,-93,2020-05-05
states,Tennessee,United States,-91,2020-05-06
states,Tennessee,United States,-91,2020-05-07
states,Tennessee,United States,-90,2020-05-08
states,Tennessee,United States,-88,2020-05-09
states,Tennessee,United States,-87,2020-05-10
states,Tennessee,United States,-85,2020-05-11
states,Tennessee,United States,-87,2020-05-12
states,Tennessee,United States,-84,2020-05-13
states,Tennessee,United States,-84,2020-05-14
states,Tennessee,United States,-79,2020-05-15
states,Tennessee,United States,-78,2020-05-16
states,Tennessee,United States,-82,2020-05-17
states,Tennessee,United States,-79,2020-05-18
states,Tennessee,United States,-78,2020-05-19
states,Tennessee,United States,-76,2020-05-20
states,Tennessee,United States,-75,2020-05-21
states,Tennessee,United States,-71,2020-05-22
states,Tennessee,United States,-73,2020-05-23
states,Tennessee,United States,-76,2020-05-24
states,Tennessee,United States,-68,2020-05-25
states,Tennessee,United States,-72,2020-05-26
states,Tennessee,United States,-71,2020-05-27
states,Tennessee,United States,-67,2020-05-28
states,Tennessee,United States,-62,2020-05-29
states,Tennessee,United States,-62,2020-05-30
states,Tennessee,United States,-69,2020-05-31
states,Tennessee,United States,-70,2020-06-01
states,Tennessee,United States,-70,2020-06-02
states,Tennessee,United States,-67,2020-06-03
states,Tennessee,United States,-67,2020-06-04
states,Tennessee,United States,-61,2020-06-05
states,Tennessee,United States,-62,2020-06-06
states,Tennessee,United States,-65,2020-06-07
states,Tennessee,United States,-69,2020-06-08
states,Tennessee,United States,-62,2020-06-09
states,Tennessee,United States,-58,2020-06-10
states,Tennessee,United States,-58,2020-06-11
states,Tennessee,United States,-51,2020-06-12
states,Tennessee,United States,-49,2020-06-13
states,Tennessee,United States,-74,2020-06-14
states,Tennessee,United States,-59,2020-06-15
states,Tennessee,United States,-59,2020-06-16
states,Tennessee,United States,-58,2020-06-17
states,Tennessee,United States,-60,2020-06-18
states,Tennessee,United States,-54,2020-06-19
states,Tennessee,United States,-51,2020-06-20
states,Tennessee,United States,-27,2020-06-21
states,Tennessee,United States,-56,2020-06-22
states,Tennessee,United States,-57,2020-06-23
states,Tennessee,United States,-59,2020-06-24
states,Tennessee,United States,-53,2020-06-25
states,Tennessee,United States,-51,2020-06-26
states,Tennessee,United States,-45,2020-06-27
states,Tennessee,United States,-53,2020-06-28
states,Tennessee,United States,-59,2020-06-29
states,Tennessee,United States,-56,2020-06-30
states,Tennessee,United States,-57,2020-07-01
states,Tennessee,United States,-39,2020-07-02
states,Tennessee,United States,-49,2020-07-03
states,Tennessee,United States,-67,2020-07-04
states,Tennessee,United States,-49,2020-07-05
states,Tennessee,United States,-58,2020-07-06
states,Tennessee,United States,-61,2020-07-07
states,Tennessee,United States,-58,2020-07-08
states,Tennessee,United States,-61,2020-07-09
states,Tennessee,United States,-57,2020-07-10
states,Tennessee,United States,-56,2020-07-11
states,Tennessee,United States,-58,2020-07-12
states,Tennessee,United States,-65,2020-07-13
states,Tennessee,United States,-66,2020-07-14
states,Texas,United States,0,2020-02-18
states,Texas,United States,-6,2020-02-19
states,Texas,United States,0,2020-02-20
states,Texas,United States,2,2020-02-21
states,Texas,United States,1,2020-02-22
states,Texas,United States,-3,2020-02-23
states,Texas,United States,0,2020-02-24
states,Texas,United States,9,2020-02-25
states,Texas,United States,0,2020-02-26
states,Texas,United States,0,2020-02-27
states,Texas,United States,4,2020-02-28
states,Texas,United States,6,2020-02-29
states,Texas,United States,7,2020-03-01
states,Texas,United States,-2,2020-03-02
states,Texas,United States,-9,2020-03-03
states,Texas,United States,-8,2020-03-04
states,Texas,United States,1,2020-03-05
states,Texas,United States,2,2020-03-06
states,Texas,United States,-3,2020-03-07
states,Texas,United States,-5,2020-03-08
states,Texas,United States,-21,2020-03-09
states,Texas,United States,-14,2020-03-10
states,Texas,United States,-14,2020-03-11
states,Texas,United States,-25,2020-03-12
states,Texas,United States,-35,2020-03-13
states,Texas,United States,-34,2020-03-14
states,Texas,United States,-42,2020-03-15
states,Texas,United States,-58,2020-03-16
states,Texas,United States,-90,2020-03-17
states,Texas,United States,-95,2020-03-18
states,Texas,United States,-99,2020-03-19
states,Texas,United States,-99,2020-03-20
states,Texas,United States,-100,2020-03-21
states,Texas,United States,-100,2020-03-22
states,Texas,United States,-100,2020-03-23
states,Texas,United States,-100,2020-03-24
states,Texas,United States,-99,2020-03-25
states,Texas,United States,-100,2020-03-26
states,Texas,United States,-100,2020-03-27
states,Texas,United States,-100,2020-03-28
states,Texas,United States,-100,2020-03-29
states,Texas,United States,-100,2020-03-30
states,Texas,United States,-100,2020-03-31
states,Texas,United States,-99,2020-04-01
states,Texas,United States,-99,2020-04-02
states,Texas,United States,-100,2020-04-03
states,Texas,United States,-100,2020-04-04
states,Texas,United States,-100,2020-04-05
states,Texas,United States,-100,2020-04-06
states,Texas,United States,-99,2020-04-07
states,Texas,United States,-100,2020-04-08
states,Texas,United States,-100,2020-04-09
states,Texas,United States,-99,2020-04-10
states,Texas,United States,-99,2020-04-11
states,Texas,United States,-100,2020-04-12
states,Texas,United States,-99,2020-04-13
states,Texas,United States,-100,2020-04-14
states,Texas,United States,-100,2020-04-15
states,Texas,United States,-100,2020-04-16
states,Texas,United States,-99,2020-04-17
states,Texas,United States,-100,2020-04-18
states,Texas,United States,-100,2020-04-19
states,Texas,United States,-100,2020-04-20
states,Texas,United States,-100,2020-04-21
states,Texas,United States,-100,2020-04-22
states,Texas,United States,-100,2020-04-23
states,Texas,United States,-100,2020-04-24
states,Texas,United States,-99,2020-04-25
states,Texas,United States,-100,2020-04-26
states,Texas,United States,-99,2020-04-27
states,Texas,United States,-99,2020-04-28
states,Texas,United States,-99,2020-04-29
